family,instrument,asset,strategy,horizon_months,events,usd_plus_10_count,usd_plus_10_pct,rub_plus_10_pct,real_plus_10_pct,beats_deposit_pct,positive_usd_pct,median_usd_return_pct,median_rub_return_pct,median_real_return_pct,mean_usd_return_pct,worst_usd_return_pct,best_usd_return_pct,median_final_rub,first_entry,last_exit,usd_plus_10_wilson_low_pct,usd_plus_10_familywise_low_pct,formally_over_80
rotation,TAN+LIT,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,100.0,100.0,100.0,111.14,110.49,97.02,111.14,111.14,111.14,210494.82,2020-07-31,2021-08-02,20.65,5.42,False
rotation,TAN+LIT,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,100.0,100.0,100.0,83.36,89.21,82.43,83.36,83.36,83.36,189206.78,2020-07-31,2021-03-31,20.65,5.42,False
rotation,SLV+GLD,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,100.0,100.0,100.0,73.2,23.65,14.3,73.2,73.2,73.2,123651.29,2024-11-29,2025-12-01,20.65,5.42,False
rotation,PPLT+SLV,Top-2 resource rotation,top2_10m_momentum,5,1,1,100.0,100.0,100.0,100.0,100.0,69.47,58.03,51.97,69.47,69.47,69.47,158030.26,2025-09-30,2026-03-02,20.65,5.42,False
rotation,TAN+PALL,Top-2 resource rotation,top2_10m_momentum,10,1,1,100.0,100.0,100.0,100.0,100.0,63.74,91.33,84.36,63.74,63.74,63.74,191332.69,2019-10-31,2020-08-31,20.65,5.42,False
rotation,SLV+WOOD,Top-2 resource rotation,top2_10m_momentum,7,1,1,100.0,100.0,100.0,100.0,100.0,61.46,46.05,35.66,61.46,61.46,61.46,146051.33,2010-09-30,2011-05-02,20.65,5.42,False
rotation,GLD+GLTR,Top-2 resource rotation,top2_10m_momentum,10,1,1,100.0,100.0,100.0,100.0,100.0,60.75,45.48,38.35,60.75,60.75,60.75,145483.87,2025-03-31,2026-02-02,20.65,5.42,False
rotation,GLD+GLTR,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,100.0,100.0,100.0,50.49,43.56,36.14,50.49,50.49,50.49,143557.76,2025-05-30,2026-04-30,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,11,2,2,100.0,100.0,100.0,100.0,100.0,48.71,39.3,29.47,48.71,32.89,64.53,139296.83,2009-06-30,2011-05-31,34.24,10.29,False
directional,DBB,Base metals,oversold_recovery,12,2,2,100.0,100.0,100.0,100.0,100.0,45.25,49.89,38.57,45.25,39.86,50.65,149889.36,2008-10-31,2021-03-31,34.24,10.29,False
rotation,TAN+PALL,Top-2 resource rotation,top2_10m_momentum,7,1,1,100.0,100.0,100.0,100.0,100.0,44.88,53.13,51.16,44.88,44.88,44.88,153133.8,2019-07-31,2020-03-02,20.65,5.42,False
rotation,TAN+ICLN,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,100.0,100.0,100.0,43.78,62.48,52.74,43.78,43.78,43.78,162480.14,2013-05-31,2014-04-30,20.65,5.42,False
rotation,TAN+PALL,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,100.0,100.0,100.0,100.0,42.3,42.82,41.26,42.3,42.3,42.3,142818.78,2019-08-30,2020-03-02,20.65,5.42,False
directional,PPLT,Platinum,oversold_recovery,11,2,2,100.0,50.0,50.0,50.0,100.0,41.42,32.1,23.18,41.42,19.29,63.54,132096.54,2010-05-31,2021-03-01,34.24,10.29,False
rotation,TAN+LIT,Top-2 resource rotation,top2_10m_momentum,3,1,1,100.0,100.0,100.0,100.0,100.0,40.81,52.27,51.26,40.81,40.81,40.81,152269.68,2020-07-31,2020-11-02,20.65,5.42,False
directional,PPLT,Platinum,oversold_recovery,12,2,2,100.0,50.0,50.0,50.0,100.0,40.59,33.78,24.77,40.59,17.46,63.73,133781.63,2010-05-31,2021-03-31,34.24,10.29,False
directional,DBB,Base metals,oversold_recovery,11,2,2,100.0,100.0,100.0,100.0,100.0,39.78,45.21,34.26,39.78,28.91,50.65,145206.69,2008-10-31,2021-03-01,34.24,10.29,False
rotation,TAN+PALL,Top-2 resource rotation,top2_10m_momentum,4,1,1,100.0,100.0,100.0,100.0,100.0,35.52,42.14,40.03,35.52,35.52,35.52,142139.49,2019-10-31,2020-03-02,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,9,2,2,100.0,100.0,100.0,100.0,100.0,35.26,18.78,13.79,35.26,22.35,48.17,118784.04,2009-06-30,2025-10-31,34.24,10.29,False
rotation,GLD+GLTR,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,100.0,100.0,100.0,100.0,34.59,34.13,31.41,34.59,34.59,34.59,134133.42,2025-05-30,2025-12-01,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,100.0,100.0,100.0,34.57,34.17,26.61,34.57,34.57,34.57,134165.9,2009-06-30,2010-06-30,20.65,5.42,False
directional,PPLT,Platinum,oversold_recovery,10,2,2,100.0,50.0,50.0,50.0,100.0,34.31,28.98,21.33,34.31,13.63,54.98,128983.59,2010-05-31,2021-02-01,34.24,10.29,False
rotation,SLX+PHO,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,100.0,0.0,100.0,100.0,34.29,24.28,9.93,34.29,34.29,34.29,124282.65,2007-08-31,2008-06-02,20.65,5.42,False
rotation,PALL+TAN,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,100.0,100.0,100.0,32.38,49.94,46.64,32.38,32.38,32.38,149940.86,2019-05-31,2020-04-30,20.65,5.42,False
directional,PPLT,Platinum,oversold_recovery,9,2,2,100.0,100.0,50.0,100.0,100.0,32.09,25.46,19.31,32.09,16.04,48.15,125459.83,2010-05-31,2020-12-31,34.24,10.29,False
directional,DBB,Base metals,oversold_recovery,10,2,2,100.0,100.0,100.0,100.0,100.0,31.83,42.6,32.17,31.83,27.5,36.16,142602.31,2008-10-31,2021-02-01,34.24,10.29,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,10,1,1,100.0,100.0,100.0,100.0,100.0,31.3,22.9,16.9,31.3,31.3,31.3,122896.03,2009-06-30,2010-04-30,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,5,2,2,100.0,100.0,100.0,100.0,100.0,30.91,28.06,25.62,30.91,30.79,31.04,128062.45,2009-06-30,2010-11-30,34.24,10.29,False
directional,DBB,Base metals,oversold_recovery,9,2,2,100.0,100.0,100.0,100.0,100.0,30.42,38.87,30.14,30.42,21.28,39.56,138867.21,2008-10-31,2020-12-31,34.24,10.29,False
rotation,URA+NLR,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,100.0,100.0,100.0,28.61,33.86,23.24,28.61,28.61,28.61,133864.16,2023-10-31,2024-10-31,20.65,5.42,False
rotation,URA+NLR,Top-2 resource rotation,top2_10m_momentum,7,2,2,100.0,100.0,100.0,100.0,100.0,28.37,27.09,22.01,28.37,13.03,43.72,127092.51,2024-03-28,2026-03-02,34.24,10.29,False
rotation,GLD+PHO,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,0.0,100.0,100.0,28.28,18.58,8.44,28.28,28.28,28.28,118577.13,2006-10-31,2007-10-31,20.65,5.42,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,100.0,100.0,100.0,27.61,22.1,14.46,27.61,27.61,27.61,122100.99,2012-06-29,2013-05-30,20.65,5.42,False
rotation,TAN+LIT,Top-2 resource rotation,top2_10m_momentum,2,1,1,100.0,100.0,100.0,100.0,100.0,27.54,38.53,38.1,27.54,27.54,27.54,138526.28,2020-07-31,2020-09-30,20.65,5.42,False
rotation,PALL+TAN,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,100.0,100.0,100.0,26.62,40.49,36.36,26.62,26.62,26.62,140488.51,2019-06-28,2020-06-30,20.65,5.42,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,10,1,1,100.0,100.0,100.0,100.0,100.0,26.32,19.86,12.93,26.32,26.32,26.32,119857.95,2012-06-29,2013-04-30,20.65,5.42,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,100.0,100.0,100.0,26.09,17.21,11.43,26.09,26.09,26.09,117208.87,2012-06-29,2013-02-28,20.65,5.42,False
rotation,PALL+GLD,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,100.0,100.0,100.0,26.0,31.81,25.64,26.0,26.0,26.0,131813.83,2020-05-29,2021-04-30,20.65,5.42,False
rotation,TAN+REMX,Top-2 resource rotation,top2_10m_momentum,5,1,1,100.0,100.0,100.0,100.0,100.0,25.36,21.83,18.27,25.36,25.36,25.36,121834.87,2021-03-31,2021-08-31,20.65,5.42,False
rotation,WOOD+LIT,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,100.0,100.0,100.0,100.0,25.33,29.35,28.64,25.33,25.33,25.33,129353.41,2017-05-31,2017-11-30,20.65,5.42,False
rotation,SLV+WOOD,Top-2 resource rotation,top2_10m_momentum,3,1,1,100.0,100.0,100.0,100.0,100.0,24.83,24.65,22.01,24.83,24.83,24.83,124654.44,2010-09-30,2010-12-30,20.65,5.42,False
rotation,WOOD+LIT,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,100.0,100.0,100.0,24.49,36.57,33.86,24.49,24.49,24.49,136568.65,2017-05-31,2018-04-30,20.65,5.42,False
rotation,GLD+PHO,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,0.0,100.0,100.0,24.37,16.0,6.09,24.37,24.37,24.37,116004.39,2006-10-31,2007-10-01,20.65,5.42,False
directional,PPLT,Platinum,oversold_recovery,8,2,2,100.0,100.0,50.0,100.0,100.0,24.34,21.17,16.8,24.34,15.24,33.44,121168.82,2010-05-31,2020-11-30,34.24,10.29,False
rotation,GLD+SLX,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,0.0,100.0,100.0,23.7,13.31,3.57,23.7,23.7,23.7,113313.97,2010-07-30,2011-08-01,20.65,5.42,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,100.0,100.0,100.0,23.24,27.78,19.99,23.24,23.24,23.24,127779.88,2012-09-28,2013-09-30,20.65,5.42,False
rotation,SLX+PALL,Top-2 resource rotation,top2_10m_momentum,12,1,1,100.0,100.0,100.0,100.0,100.0,23.16,34.03,30.94,23.16,23.16,23.16,134029.93,2017-04-28,2018-04-30,20.65,5.42,False
rotation,URA+NLR,Top-2 resource rotation,top2_10m_momentum,8,2,2,100.0,100.0,100.0,100.0,100.0,22.71,25.85,20.4,22.71,21.6,23.82,125846.46,2024-02-29,2026-03-31,34.24,10.29,False
directional,GLD,Gold,oversold_recovery,12,2,2,100.0,100.0,100.0,100.0,100.0,21.59,38.32,25.61,21.59,14.11,29.07,138315.97,2008-08-31,2010-12-31,34.24,10.29,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,100.0,100.0,100.0,100.0,21.43,18.78,13.72,21.43,21.43,21.43,118782.87,2012-08-31,2013-05-31,20.65,5.42,False
rotation,UNG+REMX,Top-2 resource rotation,top2_10m_momentum,5,1,1,100.0,0.0,0.0,0.0,100.0,20.72,-13.33,-20.2,20.72,20.72,20.72,86668.44,2022-03-31,2022-08-31,20.65,5.42,False
rotation,SLV+GLD,Top-2 resource rotation,top2_10m_momentum,7,1,1,100.0,0.0,0.0,0.0,100.0,20.62,-13.63,-18.85,20.62,20.62,20.62,86374.0,2024-11-29,2025-06-30,20.65,5.42,False
rotation,REMX+TAN,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,100.0,100.0,100.0,20.45,19.27,13.29,20.45,20.45,20.45,119266.83,2021-04-30,2021-12-30,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,7,1,1,100.0,100.0,100.0,100.0,100.0,20.35,17.05,13.0,20.35,20.35,20.35,117046.75,2009-06-30,2010-02-01,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,100.0,100.0,100.0,100.0,20.21,14.67,12.98,20.21,20.21,20.21,114671.03,2009-06-30,2009-12-30,20.65,5.42,False
directional,GLD,Gold,oversold_recovery,11,2,2,100.0,100.0,100.0,100.0,100.0,20.02,38.89,27.03,20.02,14.05,26.0,138887.84,2008-08-31,2010-11-30,34.24,10.29,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,0.0,100.0,100.0,20.01,14.86,9.94,20.01,20.01,20.01,114862.44,2009-06-30,2010-03-01,20.65,5.42,False
rotation,UNG+NLR,Top-2 resource rotation,top2_10m_momentum,1,1,1,100.0,100.0,100.0,100.0,100.0,19.93,21.5,21.07,19.93,19.93,19.93,121496.74,2018-10-31,2018-11-30,20.65,5.42,False
rotation,PALL+TAN,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,100.0,100.0,100.0,100.0,19.27,47.05,45.1,19.27,19.27,19.27,147054.82,2019-06-28,2020-03-30,20.65,5.42,False
rotation,TAN+ICLN,Top-2 resource rotation,top2_10m_momentum,5,3,3,100.0,66.67,66.67,100.0,100.0,18.98,18.4,15.71,29.47,14.24,55.19,118398.34,2013-07-31,2021-03-01,43.85,14.68,False
rotation,GLD+SLX,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,100.0,100.0,100.0,100.0,18.52,16.37,11.67,18.52,18.52,18.52,116368.83,2010-07-30,2011-01-31,20.65,5.42,False
rotation,DBA+SLX,Top-2 resource rotation,top2_10m_momentum,4,1,1,100.0,100.0,0.0,100.0,100.0,18.46,14.89,6.67,18.46,18.46,18.46,114889.23,2008-01-31,2008-06-02,20.65,5.42,False
rotation,TAN+ICLN,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,100.0,100.0,100.0,18.26,34.75,26.97,18.26,18.26,18.26,134753.89,2013-12-31,2014-09-02,20.65,5.42,False
rotation,TAN+PALL,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,100.0,100.0,100.0,18.22,29.47,25.46,18.22,18.22,18.22,129466.01,2019-10-31,2020-06-30,20.65,5.42,False
directional,GLD,Gold,oversold_recovery,9,2,2,100.0,100.0,100.0,100.0,100.0,17.98,33.54,23.18,17.98,16.96,19.0,133535.88,2008-08-31,2010-09-30,34.24,10.29,False
rotation,TAN+LIT,Top-2 resource rotation,top2_10m_momentum,1,1,1,100.0,100.0,100.0,100.0,100.0,17.63,19.68,19.26,17.63,17.63,17.63,119678.2,2020-07-31,2020-08-31,20.65,5.42,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,0.0,0.0,100.0,100.0,17.57,8.41,4.62,17.57,17.57,17.57,108405.68,2012-06-29,2012-12-31,20.65,5.42,False
rotation,SLX+GLD,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,100.0,0.0,100.0,100.0,17.54,12.33,3.13,17.54,17.54,17.54,112330.0,2007-12-31,2008-06-30,20.65,5.42,False
rotation,SLX+SLV,Top-2 resource rotation,top2_10m_momentum,5,1,1,100.0,0.0,0.0,100.0,100.0,17.25,7.56,5.37,17.25,17.25,17.25,107555.32,2016-09-30,2017-02-28,20.65,5.42,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,7,1,1,100.0,100.0,100.0,100.0,100.0,17.07,17.29,12.98,17.07,17.07,17.07,117294.48,2012-09-28,2013-04-30,20.65,5.42,False
directional,GLD,Gold,oversold_recovery,10,2,2,100.0,100.0,100.0,100.0,100.0,17.06,33.37,22.36,17.06,11.39,22.73,133366.87,2008-08-31,2010-11-01,34.24,10.29,False
directional,PPLT,Platinum,oversold_recovery,7,2,2,100.0,100.0,50.0,100.0,100.0,16.37,17.55,13.84,16.37,13.86,18.87,117554.86,2010-05-31,2020-11-02,34.24,10.29,False
rotation,PHO+GLD,Top-2 resource rotation,top2_10m_momentum,7,1,1,100.0,100.0,0.0,100.0,100.0,16.35,10.39,3.27,16.35,16.35,16.35,110385.93,2007-06-29,2008-01-30,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,4,3,3,100.0,33.33,33.33,66.67,100.0,16.08,8.86,7.56,22.63,15.47,36.33,108856.19,2009-06-30,2025-06-02,43.85,14.68,False
rotation,PHO+WOOD,Top-2 resource rotation,top2_10m_momentum,5,1,1,100.0,0.0,0.0,100.0,100.0,16.08,9.54,6.65,16.08,16.08,16.08,109535.35,2012-07-31,2012-12-31,20.65,5.42,False
rotation,SLX+PALL,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,100.0,0.0,100.0,100.0,16.02,11.6,9.77,16.02,16.02,16.02,111599.1,2017-01-31,2017-10-31,20.65,5.42,False
rotation,PALL+SLV,Top-2 resource rotation,top2_10m_momentum,4,1,1,100.0,0.0,0.0,100.0,100.0,15.96,9.71,5.23,15.96,15.96,15.96,109708.59,2011-01-31,2011-05-31,20.65,5.42,False
rotation,SLV+PALL,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,0.0,0.0,100.0,100.0,15.29,9.16,2.87,15.29,15.29,15.29,109164.76,2010-12-31,2011-08-31,20.65,5.42,False
rotation,GLD+SLV,Top-2 resource rotation,top2_10m_momentum,3,1,1,100.0,100.0,0.0,100.0,100.0,15.22,10.8,9.45,15.22,15.22,15.22,110804.74,2009-06-30,2009-09-30,20.65,5.42,False
rotation,GLD+PHO,Top-2 resource rotation,top2_10m_momentum,10,1,1,100.0,100.0,0.0,100.0,100.0,15.12,10.39,1.84,15.12,15.12,15.12,110388.36,2006-10-31,2007-08-31,20.65,5.42,False
rotation,SLX+PHO,Top-2 resource rotation,top2_10m_momentum,4,1,1,100.0,0.0,0.0,100.0,100.0,14.52,9.59,5.58,14.52,14.52,14.52,109592.31,2007-08-31,2007-12-31,20.65,5.42,False
rotation,SLX+REMX,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,100.0,100.0,100.0,100.0,14.51,16.89,12.75,14.51,14.51,14.51,116887.09,2021-05-28,2021-11-30,20.65,5.42,False
rotation,REMX+SLX,Top-2 resource rotation,top2_10m_momentum,4,1,1,100.0,100.0,0.0,100.0,100.0,14.26,11.34,8.19,14.26,14.26,14.26,111336.74,2021-06-30,2021-11-01,20.65,5.42,False
rotation,GLD+PHO,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,0.0,100.0,100.0,14.07,10.1,2.45,14.07,14.07,14.07,110097.73,2006-10-31,2007-07-02,20.65,5.42,False
rotation,SLX+DBB,Top-2 resource rotation,top2_10m_momentum,10,1,1,100.0,100.0,100.0,100.0,100.0,14.06,13.11,11.48,14.06,14.06,14.06,113113.34,2017-02-28,2017-12-28,20.65,5.42,False
rotation,SLV+GLD,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,100.0,100.0,100.0,100.0,13.55,29.16,20.39,13.55,13.55,13.55,129158.81,2023-05-31,2024-04-30,20.65,5.42,False
rotation,PALL+PHO,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,100.0,0.0,100.0,100.0,13.38,10.34,9.0,13.38,13.38,13.38,110342.36,2019-02-28,2019-10-28,20.65,5.42,False
rotation,PHO+SLV,Top-2 resource rotation,top2_10m_momentum,8,1,1,100.0,0.0,0.0,0.0,100.0,13.28,4.06,-5.08,13.28,13.28,13.28,104058.23,2007-07-31,2008-03-31,20.65,5.42,False
rotation,GLD+PHO,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,0.0,0.0,100.0,100.0,13.17,8.31,0.79,13.17,13.17,13.17,108309.19,2006-10-31,2007-07-31,20.65,5.42,False
rotation,SLX+SLV,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,100.0,100.0,100.0,100.0,12.95,19.87,12.07,12.95,12.95,12.95,119868.94,2023-06-30,2024-04-01,20.65,5.42,False
rotation,GLD+PHO,Top-2 resource rotation,top2_10m_momentum,7,1,1,100.0,0.0,0.0,100.0,100.0,12.7,9.14,3.17,12.7,12.7,12.7,109139.3,2006-10-31,2007-05-31,20.65,5.42,False
rotation,SLX+CPER,Top-2 resource rotation,top2_10m_momentum,4,1,1,100.0,100.0,100.0,100.0,100.0,12.67,10.76,10.78,12.67,12.67,12.67,110762.68,2017-06-30,2017-10-30,20.65,5.42,False
directional,GLD,Gold,oversold_recovery,6,2,2,100.0,100.0,100.0,100.0,100.0,12.14,39.1,30.77,12.14,11.08,13.19,139101.11,2008-08-31,2010-06-30,34.24,10.29,False
rotation,DBA+SLX,Top-2 resource rotation,top2_10m_momentum,3,1,1,100.0,0.0,0.0,100.0,100.0,12.07,8.27,3.33,12.07,12.07,12.07,108268.8,2008-01-31,2008-04-30,20.65,5.42,False
rotation,LIT+GLD,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,0.0,0.0,0.0,100.0,11.88,-3.52,-7.35,11.88,11.88,11.88,96478.07,2016-05-31,2017-05-01,20.65,5.42,False
rotation,PALL+GLD,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,0.0,0.0,0.0,100.0,11.69,6.15,2.77,11.69,11.69,11.69,106153.01,2020-03-31,2020-12-31,20.65,5.42,False
rotation,SLX+REMX,Top-2 resource rotation,top2_10m_momentum,11,1,1,100.0,0.0,0.0,0.0,100.0,11.68,7.98,-8.36,11.68,11.68,11.68,107976.21,2021-05-28,2022-05-02,20.65,5.42,False
rotation,UNG+REMX,Top-2 resource rotation,top2_10m_momentum,4,1,1,100.0,0.0,0.0,0.0,100.0,11.4,-18.77,-25.21,11.4,11.4,11.4,81230.04,2022-03-31,2022-08-01,20.65,5.42,False
rotation,SLX+PALL,Top-2 resource rotation,top2_10m_momentum,5,1,1,100.0,100.0,100.0,100.0,100.0,11.28,15.93,14.19,11.28,11.28,11.28,115927.26,2017-03-31,2017-08-31,20.65,5.42,False
rotation,REMX+SLV,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,100.0,100.0,100.0,100.0,11.27,21.72,15.34,11.27,11.27,11.27,121717.89,2025-11-28,2026-08-31,20.65,5.42,False
rotation,URA+NLR,Top-2 resource rotation,top2_10m_momentum,9,1,1,100.0,100.0,100.0,100.0,100.0,11.05,18.59,10.39,11.05,11.05,11.05,118592.0,2024-04-30,2025-01-30,20.65,5.42,False
rotation,GLD+PHO,Top-2 resource rotation,top2_10m_momentum,6,1,1,100.0,0.0,0.0,100.0,100.0,11.04,6.63,1.38,11.04,11.04,11.04,106632.39,2006-10-31,2007-04-30,20.65,5.42,False
rotation,LIT+REMX,Top-2 resource rotation,top2_10m_momentum,2,1,1,100.0,0.0,0.0,100.0,100.0,10.41,9.89,8.98,10.41,10.41,10.41,109894.17,2017-10-31,2018-01-02,20.65,5.42,False
directional,URA,Uranium miners,trend_10m,11,6,5,83.33,66.67,50.0,66.67,83.33,23.41,19.41,11.12,25.66,-41.22,78.65,119406.86,2014-02-28,2025-09-30,43.65,17.93,False
fundamental,UNG,Natural gas storage,storage_glut_with_downtrend,11,6,5,83.33,83.33,50.0,83.33,100.0,14.42,19.46,11.17,17.49,1.44,37.9,119459.71,2012-12-28,2025-01-02,43.65,17.93,False
directional,SLX,Steel producers,six_month_breakout,12,5,4,80.0,100.0,60.0,100.0,100.0,29.06,25.79,18.04,30.61,4.03,63.11,125790.88,2007-05-31,2022-03-31,37.55,14.41,False
directional,PHO,Water infrastructure,oversold_recovery,7,5,4,80.0,100.0,60.0,100.0,100.0,14.52,17.08,12.56,17.16,8.59,33.47,117083.05,2008-01-31,2020-11-02,37.55,14.41,False
directional,REMX,Rare earth and strategic metals,six_month_breakout,8,4,3,75.0,75.0,75.0,75.0,75.0,48.86,40.64,36.83,39.26,-20.25,79.59,140644.22,2017-07-31,2026-04-30,30.06,10.63,False
directional,REMX,Rare earth and strategic metals,six_month_breakout,9,4,3,75.0,75.0,75.0,75.0,75.0,42.85,38.09,34.34,27.48,-36.13,60.36,138085.63,2017-07-31,2026-06-01,30.06,10.63,False
directional,REMX,Rare earth and strategic metals,six_month_breakout,7,4,3,75.0,100.0,100.0,100.0,100.0,41.98,38.21,35.39,38.44,5.24,64.55,138214.54,2017-07-31,2026-03-31,30.06,10.63,False
directional,REMX,Rare earth and strategic metals,six_month_breakout,10,4,3,75.0,75.0,75.0,75.0,75.0,31.99,32.81,28.94,30.83,-18.49,77.82,132810.83,2017-07-31,2026-06-30,30.06,10.63,False
directional,LIT,Lithium and battery chain,six_month_breakout,8,4,3,75.0,50.0,50.0,50.0,75.0,26.65,26.42,22.54,32.98,-7.6,86.23,126421.12,2016-05-31,2026-04-30,30.06,10.63,False
directional,PHO,Water infrastructure,oversold_recovery,11,4,3,75.0,75.0,50.0,75.0,75.0,25.45,18.06,10.67,20.55,-25.7,56.99,118057.24,2008-01-31,2021-03-01,30.06,10.63,False
directional,PHO,Water infrastructure,oversold_recovery,12,4,3,75.0,75.0,50.0,75.0,75.0,25.18,18.45,11.12,18.2,-35.69,58.14,118454.1,2008-01-31,2021-03-31,30.06,10.63,False
directional,PHO,Water infrastructure,oversold_recovery,10,4,3,75.0,75.0,50.0,75.0,75.0,24.92,21.47,14.39,15.37,-38.62,50.26,121474.91,2008-01-31,2021-02-01,30.06,10.63,False
directional,SLX,Steel producers,oversold_recovery,9,8,6,75.0,75.0,75.0,75.0,75.0,24.49,31.81,23.96,32.03,-23.42,107.6,131813.28,2008-10-31,2024-01-02,40.93,18.13,False
directional,PHO,Water infrastructure,oversold_recovery,9,4,3,75.0,75.0,50.0,75.0,75.0,23.04,17.67,11.16,16.35,-29.28,48.6,117671.47,2008-01-31,2020-12-31,30.06,10.63,False
directional,CPER,Copper,dip_in_uptrend,12,4,3,75.0,50.0,50.0,50.0,75.0,21.73,6.02,0.86,13.93,-15.49,27.75,106020.25,2016-12-31,2025-12-01,30.06,10.63,False
directional,SLX,Steel producers,trend_10m,11,12,9,75.0,66.67,58.33,66.67,75.0,21.1,22.82,17.54,20.92,-13.01,71.19,122821.33,2007-08-31,2026-06-01,46.77,23.72,False
directional,GLTR,Precious-metals basket,dip_in_uptrend,12,4,3,75.0,50.0,50.0,50.0,100.0,17.17,13.9,7.37,18.83,6.55,34.43,113895.28,2011-09-30,2024-09-30,30.06,10.63,False
directional,REMX,Rare earth and strategic metals,trend_10m,8,7,5,71.43,57.14,57.14,71.43,71.43,47.68,46.23,38.9,35.6,-33.47,88.66,146228.16,2016-06-30,2026-03-31,35.89,15.03,False
directional,TAN,Solar energy,six_month_breakout,7,7,5,71.43,57.14,57.14,85.71,71.43,27.58,19.73,15.04,19.75,-28.45,65.7,119726.36,2013-07-31,2026-06-01,35.89,15.03,False
directional,SLX,Steel producers,oversold_recovery,12,7,5,71.43,71.43,57.14,71.43,71.43,23.69,40.28,29.77,34.83,-23.26,159.61,140277.29,2008-10-31,2024-04-01,35.89,15.03,False
directional,REMX,Rare earth and strategic metals,trend_10m,7,7,5,71.43,71.43,71.43,85.71,85.71,22.34,19.43,16.67,44.54,-25.68,121.1,119432.91,2016-06-30,2026-03-02,35.89,15.03,False
directional,TAN,Solar energy,six_month_breakout,8,7,5,71.43,85.71,57.14,85.71,71.43,20.22,13.81,11.03,14.46,-28.16,56.86,113813.75,2013-07-31,2026-06-30,35.89,15.03,False
directional,TAN,Solar energy,six_month_breakout,6,7,5,71.43,71.43,57.14,85.71,71.43,18.71,11.25,11.01,14.25,-34.63,39.52,111250.79,2013-07-31,2026-04-30,35.89,15.03,False
